Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.97B,2.88B,3.04B,2.11B,1.64B
Cash & Short Term Investments Growth,-,-3.13%,5.88%,-30.55%,-22.33%
Cash Only,2.97B,2.88B,3.04B,2.11B,1.64B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.78%,14.10%,15.01%,10.85%,8.95%
Total Accounts Receivable,3.05B,3.19B,3.1B,2.86B,2.72B
Total Accounts Receivable Growth,-,4.42%,-2.73%,-7.74%,-4.79%
"Accounts Receivables, Net",3.05B,3.19B,3.1B,2.86B,2.72B
"Accounts Receivables, Gross",3.16B,3.29B,3.2B,2.96B,2.81B
Bad Debt/Doubtful Accounts,(103M),(103M),(98M),(100M),(87M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.74,1.72,1.88,1.72,1.87
Inventories,2.65B,2.88B,2.72B,3.14B,3.22B
Finished Goods,1.92B,2.13B,1.96B,2.36B,2.5B
Work in Progress,-,-,-,-,-
Raw Materials,737M,742M,759M,778M,716M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,731M,788M,834M,858M,877M
Miscellaneous Current Assets,731M,788M,834M,858M,877M
Total Current Assets,9.4B,9.73B,9.7B,8.97B,8.46B
"Net Property, Plant & Equipment",3.72B,3.69B,3.75B,3.71B,3.51B
"Property, Plant & Equipment - Gross",10.33B,10.31B,10.37B,10.41B,10.05B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,6.62B,6.63B,6.62B,6.7B,6.54B
Total Investments and Advances,56M,8M,12M,20M,138M
Other Long-Term Investments,56M,8M,12M,20M,138M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.38B,4.49B,4.47B,4.44B,4.01B
Net Goodwill,2.4B,2.49B,2.49B,2.48B,2.18B
Net Other Intangibles,1.98B,1.99B,-,-,-
Other Assets,456M,428M,441M,453M,463M
Total Assets,20.08B,20.39B,20.29B,19.49B,18.35B
Total Assets Growth,-,1.56%,-0.53%,-3.93%,-5.82%
