Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.57B,1.51B,1.84B,1.5B,1.39B
Cash & Short Term Investments Growth,-,-3.70%,22.12%,-18.44%,-7.58%
Cash Only,1.57B,1.51B,1.84B,1.5B,1.39B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.30%,9.16%,11.13%,9.02%,8.61%
Total Accounts Receivable,3.09B,2.91B,2.92B,3.19B,3.15B
Total Accounts Receivable Growth,-,-5.64%,0.14%,9.26%,-1.04%
"Accounts Receivables, Net",3.09B,2.91B,2.53B,3.19B,3.15B
"Accounts Receivables, Gross",3.09B,2.91B,2.53B,3.19B,3.15B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.22,1.17,1.25,1.22,1.19
Inventories,1.57B,1.65B,1.53B,1.64B,1.65B
Finished Goods,396M,410M,327M,380M,380M
Work in Progress,181M,182M,175M,182M,183M
Raw Materials,1.01B,1.08B,1.06B,1.11B,1.12B
Progress Payments & Other,(24M),(25M),(25M),(32M),(28M)
Other Current Assets,317M,392M,304M,307M,285M
Miscellaneous Current Assets,132M,228M,132M,135M,130M
Total Current Assets,6.54B,6.46B,6.6B,6.64B,6.48B
"Net Property, Plant & Equipment",4.74B,4.6B,4.58B,4.52B,4.33B
"Property, Plant & Equipment - Gross",-,-,6.8B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,2.22B,-,-
Total Investments and Advances,503M,455M,436M,376M,436M
Other Long-Term Investments,211M,158M,138M,71M,144M
Long-Term Note Receivables,51M,66M,102M,108M,79M
Intangible Assets,4.5B,4.42B,4.37B,4.54B,4.37B
Net Goodwill,3.33B,3.29B,3.28B,3.39B,3.28B
Net Other Intangibles,1.17B,1.13B,-,-,-
Other Assets,214M,209M,236M,228M,226M
Total Assets,16.86B,16.49B,16.58B,16.68B,16.14B
Total Assets Growth,-,-2.21%,0.51%,0.62%,-3.20%
