Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,458.1M,2.03B,224.7M,200.9M,223.6M
Cash & Short Term Investments Growth,-,342.15%,-88.91%,-10.59%,11.30%
Cash Only,458.1M,2.03B,224.7M,200.9M,223.6M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.90%,18.28%,2.04%,1.76%,1.99%
Total Accounts Receivable,694M,694.6M,745.7M,856.8M,892.9M
Total Accounts Receivable Growth,-,0.09%,7.36%,14.90%,4.21%
"Accounts Receivables, Net",694M,694.6M,727.6M,856.8M,892.9M
"Accounts Receivables, Gross",705.2M,705.9M,741.5M,871.7M,908.5M
Bad Debt/Doubtful Accounts,(11.2M),(11.3M),(13.9M),(14.9M),(15.6M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.78,1.76,1.68,1.59,1.47
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,177.4M,170.2M,150.5M,206.5M,236.8M
Miscellaneous Current Assets,47.7M,49.7M,42.1M,58.8M,82.9M
Total Current Assets,1.33B,2.89B,1.12B,1.26B,1.35B
"Net Property, Plant & Equipment",1.22B,1.25B,1.32B,1.38B,1.43B
"Property, Plant & Equipment - Gross",2.11B,2.17B,2.28B,2.4B,2.47B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,1.56B,1.62B,1.73B,1.84B,1.91B
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,890.7M,918.5M,961.3M,1.02B,1.03B
Total Investments and Advances,117.9M,124.9M,127.7M,95M,54.1M
Other Long-Term Investments,117.9M,124.9M,127.7M,95M,54.1M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.4B,6.54B,8.25B,8.38B,8.16B
Net Goodwill,5.09B,5.17B,6.26B,6.38B,6.24B
Net Other Intangibles,1.32B,1.37B,-,-,-
Other Assets,275.1M,279.4M,216.4M,268.3M,218.9M
Total Assets,9.34B,11.08B,11.04B,11.39B,11.22B
Total Assets Growth,-,18.66%,-0.38%,3.18%,-1.50%
