Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.57B,3.5B,4.12B,2.64B,5.39B
Cash & Short Term Investments Growth,-,-2.07%,17.84%,-36.00%,104.40%
Cash Only,3.57B,3.5B,4.12B,2.64B,5.39B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.44%,6.40%,7.04%,4.37%,8.38%
Total Accounts Receivable,9.13B,8.63B,10.38B,13.08B,14.44B
Total Accounts Receivable Growth,-,-5.53%,20.30%,26.04%,10.39%
"Accounts Receivables, Net",9.13B,8.63B,9.97B,13.08B,14.44B
"Accounts Receivables, Gross",9.13B,8.63B,10B,13.08B,14.44B
Bad Debt/Doubtful Accounts,-,-,(28M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.04,3.42,3.46,2.96,3.59
Inventories,6.1B,6.23B,6.27B,7.17B,7.15B
Finished Goods,5.81B,5.94B,5.97B,6.88B,6.85B
Work in Progress,-,-,-,-,-
Raw Materials,292M,291M,295M,298M,297M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,565M,438M,400M,421M,431M
Miscellaneous Current Assets,565M,438M,400M,421M,431M
Total Current Assets,19.37B,18.79B,21.17B,23.31B,27.41B
"Net Property, Plant & Equipment",30.46B,30.44B,32.13B,30.88B,30.75B
"Property, Plant & Equipment - Gross",47.85B,48.24B,50.36B,49.49B,49.6B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,17.39B,17.8B,18.23B,18.61B,18.85B
Total Investments and Advances,-,-,734M,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,478M,-,-
Net Goodwill,-,-,260M,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,5.62B,5.46B,3.38B,6.21B,6.18B
Total Assets,55.46B,54.69B,58.54B,60.4B,64.35B
Total Assets Growth,-,-1.38%,7.05%,3.17%,6.53%
