Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,769M,854M,926M,479M,440M
Cash & Short Term Investments Growth,-,11.05%,8.43%,-48.27%,-8.14%
Cash Only,769M,854M,926M,479M,440M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.18%,15.26%,16.61%,8.60%,8.05%
Total Accounts Receivable,1.35B,1.33B,1.17B,1.5B,1.43B
Total Accounts Receivable Growth,-,-1.63%,-11.88%,28.16%,-4.53%
"Accounts Receivables, Net",1.35B,1.33B,1.17B,1.5B,1.43B
"Accounts Receivables, Gross",1.36B,1.34B,1.18B,1.51B,1.44B
Bad Debt/Doubtful Accounts,(7M),(7M),(6M),(8M),(8M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.61,1.66,1.73,1.47,1.64
Inventories,1.02B,1.11B,1.22B,1.34B,1.35B
Finished Goods,610M,642M,702M,809M,823M
Work in Progress,100M,108M,131M,122M,120M
Raw Materials,311M,357M,383M,409M,411M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,117M,113M,108M,107M,131M
Miscellaneous Current Assets,117M,113M,108M,107M,131M
Total Current Assets,3.26B,3.4B,3.42B,3.43B,3.36B
"Net Property, Plant & Equipment",1.07B,1.06B,1.08B,1.09B,1.08B
"Property, Plant & Equipment - Gross",-,-,2.23B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,259M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,1.14B,-,-
Total Investments and Advances,-,-,25M,-,-
Other Long-Term Investments,-,-,7M,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,964M,1.01B,956M,944M,923M
Net Goodwill,592M,617M,568M,565M,554M
Net Other Intangibles,372M,395M,-,-,-
Other Assets,135M,121M,32M,109M,103M
Total Assets,5.42B,5.6B,5.58B,5.57B,5.47B
Total Assets Growth,-,3.17%,-0.36%,-0.13%,-1.81%
