Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,847.16M,1.01B,1.09B,1.13B,1.03B
Cash & Short Term Investments Growth,-,19.67%,7.41%,4.21%,-9.27%
Cash Only,847.16M,1.01B,1.09B,1.13B,1.03B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,20.55%,24.06%,24.83%,25.82%,23.61%
Total Accounts Receivable,396.04M,335.03M,344.41M,380.86M,415.01M
Total Accounts Receivable Growth,-,-15.41%,2.80%,10.58%,8.97%
"Accounts Receivables, Net",396.04M,335.03M,344.41M,380.86M,415.01M
"Accounts Receivables, Gross",399.72M,338.68M,348.1M,383.49M,418.07M
Bad Debt/Doubtful Accounts,(3.67M),(3.66M),(3.69M),(2.64M),(3.06M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.84,2.24,2.24,2.37,2.07
Inventories,90.48M,101.58M,115.72M,110.21M,106.37M
Finished Goods,-,-,27.09M,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,88.63M,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,123.39M,92.59M,166.7M,109.08M,106.69M
Miscellaneous Current Assets,123.39M,92.59M,81.38M,109.08M,106.69M
Total Current Assets,1.46B,1.54B,1.72B,1.73B,1.66B
"Net Property, Plant & Equipment",301.98M,303.31M,436.04M,310.69M,316.74M
"Property, Plant & Equipment - Gross",-,-,1.17B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,636.07M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,732.57M,-,-
Total Investments and Advances,-,-,127.5M,-,-
Other Long-Term Investments,-,-,1.6M,-,-
Long-Term Note Receivables,-,-,5.1M,-,-
Intangible Assets,1.19B,1.17B,1.16B,1.14B,1.14B
Net Goodwill,929.53M,925.95M,928.36M,923.72M,924.46M
Net Other Intangibles,264.79M,247.63M,-,-,-
Other Assets,439.4M,427.94M,176.5M,419.54M,443.79M
Total Assets,4.12B,4.21B,4.39B,4.4B,4.36B
Total Assets Growth,-,2.22%,4.09%,0.20%,-0.77%
