Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.67B,2.03B,2.11B,1.99B,1.31B
Cash & Short Term Investments Growth,-,-44.60%,3.77%,-5.66%,-34.22%
Cash Only,3.67B,2.03B,2.11B,1.99B,1.31B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,22.69%,13.62%,13.92%,13.18%,9.21%
Total Accounts Receivable,935.8M,927M,948.6M,1.01B,1.02B
Total Accounts Receivable Growth,-,-0.94%,2.33%,6.88%,0.45%
"Accounts Receivables, Net",935.8M,927M,948.6M,1.01B,1.02B
"Accounts Receivables, Gross",985.1M,976.9M,990.9M,1.06B,1.06B
Bad Debt/Doubtful Accounts,(49.3M),(49.9M),(42.3M),(43.7M),(45.2M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.37,1.43,1.50,1.32,1.41
Inventories,796.8M,863.6M,854.2M,954.9M,1.01B
Finished Goods,210.6M,261.5M,283.4M,310M,314.4M
Work in Progress,87M,94.7M,88.6M,111.6M,118.9M
Raw Materials,490.4M,498.6M,506.6M,557.7M,604.6M
Progress Payments & Other,8.8M,8.8M,(24.4M),(24.4M),(24.4M)
Other Current Assets,309.9M,207.3M,202.5M,227M,213.7M
Miscellaneous Current Assets,309.9M,207.3M,202.5M,227M,213.7M
Total Current Assets,5.71B,4.03B,4.11B,4.19B,3.55B
"Net Property, Plant & Equipment",607.2M,619.2M,750.4M,635.2M,608.3M
"Property, Plant & Equipment - Gross",934M,962.3M,1.11B,1.01B,993M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,326.8M,343.1M,357.7M,376M,384.7M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,132.1M,132.1M,145.1M,143.9M,143.7M
Intangible Assets,9.36B,9.8B,9.89B,9.8B,9.55B
Net Goodwill,5.64B,6.1B,5.98B,5.98B,5.87B
Net Other Intangibles,3.73B,3.7B,-,-,-
Other Assets,341.3M,322.9M,221.8M,322.6M,347.1M
Total Assets,16.18B,14.92B,15.15B,15.1B,14.22B
Total Assets Growth,-,-7.75%,1.55%,-0.33%,-5.85%
