Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,574.56M,489.06M,619.34M,670.75M,361.93M
Cash & Short Term Investments Growth,-,-14.88%,26.64%,8.30%,-46.04%
Cash Only,574.56M,489.06M,619.34M,670.75M,361.93M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.57%,3.28%,4.13%,4.52%,2.55%
Total Accounts Receivable,992.6M,947.81M,1.02B,941.72M,932.13M
Total Accounts Receivable Growth,-,-4.51%,8.02%,-8.02%,-1.02%
"Accounts Receivables, Net",992.6M,947.81M,1.02B,941.72M,932.13M
"Accounts Receivables, Gross",992.6M,947.81M,1.07B,941.72M,932.13M
Bad Debt/Doubtful Accounts,-,-,(51.2M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.24,1.23,1.33,1.34,1.32
Inventories,513.43M,645.42M,624.71M,645.92M,624.3M
Finished Goods,273.01M,355.26M,325.61M,328.32M,301.41M
Work in Progress,40.65M,72.99M,69.74M,77.67M,73.3M
Raw Materials,199.77M,217.18M,229.36M,239.94M,249.6M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,179.4M,168.52M,172.94M,196.11M,189.41M
Miscellaneous Current Assets,179.4M,168.52M,172.94M,196.11M,189.41M
Total Current Assets,2.26B,2.25B,2.44B,2.45B,2.11B
"Net Property, Plant & Equipment",587.56M,746.37M,753.38M,749M,742.98M
"Property, Plant & Equipment - Gross",-,-,1.27B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,521.17M,-,-
Total Investments and Advances,152.14M,-,53.07M,-,-
Other Long-Term Investments,152.14M,-,53.07M,-,-
Long-Term Note Receivables,-,-,30.3M,-,-
Intangible Assets,5.41B,11.58B,11.48B,11.31B,11.01B
Net Goodwill,3.84B,7.42B,7.42B,7.37B,7.24B
Net Other Intangibles,1.56B,4.16B,-,-,-
Other Assets,334.16M,321.67M,221.32M,334.79M,324.25M
Total Assets,8.74B,14.9B,15B,14.85B,14.19B
Total Assets Growth,-,70.49%,0.68%,-1.01%,-4.44%
